INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182079671,301,Robbery,ROBBERY - STREET,B3,431,,2018-10-02 16:57:00,2018,10,Tuesday,16,Part One,BLUE HILL AVE,42.28863337,-71.08990388,"(42.28863337, -71.08990388)"
I182079520,301,Robbery,ROBBERY - STREET,B2,280,,2018-10-02 08:05:00,2018,10,Tuesday,8,Part One,DUDLEY ST,42.32863172,-71.08309899,"(42.32863172, -71.08309899)"
I182079510,301,Robbery,ROBBERY - STREET,C11,403,,2018-10-02 06:40:00,2018,10,Tuesday,6,Part One,FULLER ST,42.28248068,-71.06981187,"(42.28248068, -71.06981187)"
I182079503,301,Robbery,ROBBERY - STREET,C11,253,,2018-10-02 06:18:00,2018,10,Tuesday,6,Part One,BEACH ST,42.30178949,-71.05514183,"(42.30178949, -71.05514183)"
I182079502,381,Robbery,ROBBERY - CAR JACKING,C11,353,,2018-10-02 00:00:00,2018,10,Tuesday,0,Part One,MILL ST,42.29921088,-71.05203766,"(42.29921088, -71.05203766)"
I182079497,301,Robbery,ROBBERY - STREET,A1,101,,2018-10-02 02:45:00,2018,10,Tuesday,2,Part One,INDIA ST,42.35847666,-71.05324087,"(42.35847666, -71.05324087)"
I182079444,311,Robbery,ROBBERY - COMMERCIAL,D14,783,,2018-10-01 20:19:00,2018,10,Monday,20,Part One,COMMONWEALTH AVE,42.34888559,-71.14007361,"(42.34888559, -71.14007361)"
I182079436,361,Robbery,ROBBERY - OTHER,A7,19,,2018-10-01 19:43:00,2018,10,Monday,19,Part One,BENNINGTON ST,42.37803936,-71.0304617,"(42.37803936, -71.03046170)"
I182079383,301,Robbery,ROBBERY - STREET,C11,351,,2018-10-01 16:19:00,2018,10,Monday,16,Part One,CHARLES ST,42.30078455,-71.06000691,"(42.30078455, -71.06000691)"
I182079233,301,Robbery,ROBBERY - STREET,A1,101,,2018-10-01 03:00:00,2018,10,Monday,3,Part One,MILK ST,42.35822966,-71.05362239,"(42.35822966, -71.05362239)"
I182079048,301,Robbery,ROBBERY - STREET,B2,262,,2018-09-30 15:01:00,2018,9,Sunday,15,Part One,DUDLEY ST,42.3219697,-71.07242529,"(42.32196970, -71.07242529)"
I182079046,301,Robbery,ROBBERY - STREET,B3,416,,2018-09-29 18:00:00,2018,9,Saturday,18,Part One,FULLER ST,42.28154388,-71.07350542,"(42.28154388, -71.07350542)"
I182078968,361,Robbery,ROBBERY - OTHER,A1,112,,2018-09-30 07:19:00,2018,9,Sunday,7,Part One,WASHINGTON ST,42.35272948,-71.06256291,"(42.35272948, -71.06256291)"
I182078954,301,Robbery,ROBBERY - STREET,A1,105,,2018-09-30 03:56:00,2018,9,Sunday,3,Part One,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
I182078889,361,Robbery,ROBBERY - OTHER,A1,100,,2018-09-29 02:30:00,2018,9,Saturday,2,Part One,STATE ST,42.35913205,-71.05504984,"(42.35913205, -71.05504984)"
I182078711,301,Robbery,ROBBERY - STREET,D4,171,,2018-09-29 05:31:00,2018,9,Saturday,5,Part One,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)"
I182078678,301,Robbery,ROBBERY - STREET,A1,101,,2018-09-29 01:30:00,2018,9,Saturday,1,Part One,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)"
I182078630,301,Robbery,ROBBERY - STREET,D4,624,,2018-09-28 20:30:00,2018,9,Friday,20,Part One,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)"
I182078612,301,Robbery,ROBBERY - STREET,A1,119,,2018-09-28 21:45:00,2018,9,Friday,21,Part One,TREMONT ST,42.35637531,-71.06213513,"(42.35637531, -71.06213513)"
I182078574,301,Robbery,ROBBERY - STREET,D4,165,,2018-09-11 09:40:00,2018,9,Tuesday,9,Part One,HARRISON AVE,42.34285014,-71.06516235,"(42.34285014, -71.06516235)"
I182078527,301,Robbery,ROBBERY - STREET,B2,327,,2018-09-28 14:09:00,2018,9,Friday,14,Part One,HARTFORD ST,42.3174536,-71.07327858,"(42.31745360, -71.07327858)"
I182078495,301,Robbery,ROBBERY - STREET,A1,65,,2018-09-27 23:30:00,2018,9,Thursday,23,Part One,STANIFORD ST,42.36243437,-71.0639181,"(42.36243437, -71.06391810)"
I182078486,311,Robbery,ROBBERY - COMMERCIAL,A1,76,,2018-09-28 14:06:00,2018,9,Friday,14,Part One,CANAL ST,42.36489527,-71.06050249,"(42.36489527, -71.06050249)"
I182078447,311,Robbery,ROBBERY - COMMERCIAL,C11,376,,2018-09-28 12:39:00,2018,9,Friday,12,Part One,WILLIAM T MORRISSEY BLVD,42.28587471,-71.04247805,"(42.28587471, -71.04247805)"
I182078436,311,Robbery,ROBBERY - COMMERCIAL,C6,195,,2018-09-28 12:26:00,2018,9,Friday,12,Part One,OLD COLONY AVE,42.33397571,-71.05463126,"(42.33397571, -71.05463126)"
I182078345,301,Robbery,ROBBERY - STREET,C6,186,,2018-09-28 02:56:00,2018,9,Friday,2,Part One,MASSACHUSETTS AVE,42.32198656,-71.06280666,"(42.32198656, -71.06280666)"
I182078165,301,Robbery,ROBBERY - STREET,B3,428,,2018-09-27 14:27:00,2018,9,Thursday,14,Part One,MORTON ST,42.28187061,-71.08751152,"(42.28187061, -71.08751152)"
I182078111,361,Robbery,ROBBERY - OTHER,B2,311,,2018-09-27 10:23:00,2018,9,Thursday,10,Part One,WARREN ST,42.3169665,-71.08254058,"(42.31696650, -71.08254058)"
I182078067,301,Robbery,ROBBERY - STREET,B3,453,,2018-09-27 09:22:00,2018,9,Thursday,9,Part One,CHAMBERLAIN ST,42.29851793,-71.07499608,"(42.29851793, -71.07499608)"
I182078010,301,Robbery,ROBBERY - STREET,A7,29,,2018-09-27 01:08:00,2018,9,Thursday,1,Part One,CHELSEA ST,42.37172266,-71.03665549,"(42.37172266, -71.03665549)"
I182077943,301,Robbery,ROBBERY - STREET,A7,17,,2018-09-26 17:38:00,2018,9,Wednesday,17,Part One,CHELSEA ST,42.37945053,-71.02770085,"(42.37945053, -71.02770085)"
I182077941,301,Robbery,ROBBERY - STREET,D4,591,,2018-09-26 19:32:00,2018,9,Wednesday,19,Part One,HEMENWAY ST,42.34587157,-71.08938851,"(42.34587157, -71.08938851)"
I182077922,301,Robbery,ROBBERY - STREET,A7,16,,2018-09-26 17:45:00,2018,9,Wednesday,17,Part One,E EAGLE ST,42.38133666,-71.03026947,"(42.38133666, -71.03026947)"
I182077735,301,Robbery,ROBBERY - STREET,A1,68,,2018-09-26 09:38:00,2018,9,Wednesday,9,Part One,CAMBRIDGE ST,42.36116347,-71.06391344,"(42.36116347, -71.06391344)"
I182077632,311,Robbery,ROBBERY - COMMERCIAL,E18,525,,2018-09-25 20:42:00,2018,9,Tuesday,20,Part One,NEPONSET VALLEY PKWY,42.23603929,-71.12718154,"(42.23603929, -71.12718154)"
I182077582,301,Robbery,ROBBERY - STREET,A1,117,,2018-09-25 16:50:00,2018,9,Tuesday,16,Part One,WASHINGTON ST,42.35174282,-71.0627594,"(42.35174282, -71.06275940)"
I182077047,301,Robbery,ROBBERY - STREET,A1,111,,2018-09-22 00:30:00,2018,9,Saturday,0,Part One,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I182076869,301,Robbery,ROBBERY - STREET,B3,435,,2018-09-23 04:57:00,2018,9,Sunday,4,Part One,PEACEVALE RD,42.28716674,-71.07633479,"(42.28716674, -71.07633479)"
I182076859,301,Robbery,ROBBERY - STREET,E13,304,,2018-09-23 03:00:00,2018,9,Sunday,3,Part One,WASHINGTON ST,42.31615184,-71.09795135,"(42.31615184, -71.09795135)"
